"text","retweet","favorite","date","sentiment","post_id","user_id"
"denke mal über die afd nach, welche ideologie diese partei vertritt. und eins kann ich dir schon mal mit sicherheit beantworten, diese nazipartei afd, ist keine friedenspartei.",0,0,2024-11-26,"negative",2670,2266
"deswegen haben wir in deutschland keine absolute redefreiheit, sondern in übereinstimmung mit der europäischen menschenrechtskonvention meinungsfreiheit, die bestimmte einschränkungen, etwa zum schutz nationaler oder öffentlicher sicherheit und auch dem der moral zulässt.",0,2,2024-11-26,"neutral",2671,2267
"in krieg n geht es niemals um freiheit und sicherheit, es geht aber immer um geld und macht. das mit der freiheit ist lediglich die warmherzige story, damit überhaupt jemand für die mächtigen sein leben gibt.",0,0,2024-11-26,"neutral",2672,2268
"erst bist du für sicherheit aller juden in deutschland und jetzt auf einmal sollen alle muslime bitte schleunigst herkommen! oh nein, hätte ja echt keiner gedacht dass das alles gar nicht so ernst gemeint war mit den juden, sondern lediglich abstauben der positiven pr!",0,0,2024-11-26,"negative",2673,2269
"wurde das schon zur anzeige gebracht? i love hamas ist mit sicherheit strafbar oder?",0,1,2024-11-26,"negative",2674,2270
"so true sicherheit an 1. stelle",0,1,2024-11-26,"positive",2675,2271
"rate mal wo ich gerade bin und was ich gerade mache aber ja, rituale sind sehr wichtig sie bieten orientierung und sicherheit",0,15,2024-11-26,"neutral",2676,2272
"denke ein bataillion der willigen aus experten und kriegsbefürwortern das in vorderster front kämpft wäre doch etwas um mit gutem beispiel voran zu gehen. wäre mal gespannt wie viele es dann geben würde. andere in den kampf schicken für die eigene sicherheit ist doch unfair.",0,0,2024-11-26,"negative",2677,2273
"die afd narrative ist dass eine deutsche frau alle genannten sachen nicht machen kann, ohne eigene sicherheit zu riskieren. diese folien alle suggestieren, dass gewalt gegen frauen primär auf öffentlichen orten passiert. die narrative ist sehr ähnlich.",0,0,2024-11-26,"negative",2678,980
"hab ich noch nichts von gemerkt. im gegenteil. die frauenhasser in der spd sind ja voll auf ihre kosten gekommen. ein leben in sicherheit das klingt wie hohn und spott verarschen kann ich mich alleine.",0,4,2024-11-26,"negative",2679,1482
"warum sollen wir für seine sicherheit kämpfen?",0,0,2024-11-26,"negative",2680,2274
"von der indirekten kriegsbeteiligung zur direkten kriegsbeteiligung mit taurus raketen das gefährdet die sicherheit . die nato ist kein angriffsbündnis ,die ukr ist nicht in der nato . verantwortungslos ist diese kriegsgeilheit bei menschen die nicht an die front müssen.",0,0,2024-11-26,"negative",2681,2275
"13 mieteinheiten werfen mit sicherheit genug ab, um 1 mio kredit in 23 jahren abzubezahlen. wenn der kredit viele jahre läuft, dann nur weil die zinsen niedriger sind, als die rendite auf den mietertrag. kein mitleid.",0,5,2024-11-26,"negative",2682,2276
"mit an sicherheit grenzender wahrscheinlichkeit ist der radfahrer selbst schuld daran. ich sehs genau vor mir dunkel gekleidet, kein licht oder wenigstens rückstrahler und auf die stvo geschissen. radterror sattelkommunisten",0,2,2024-11-26,"negative",2683,2277
"die zeit der schweren anschläge ist nicht vorbei scholz deutschland nimmt den islamistischen terrorismus auf die leichte schulter zum nachteil der bürger sicherheit migration maghreb weihnachten miosga cannabis",0,0,2024-11-26,"negative",2684,1013
"wann übernehmen sie verantwortung für die sicherheit von frauen und mädchen und bringen das selbstbestimmungsgesetz vor das bundesverfassungsgericht?",0,2,2024-11-26,"neutral",2685,2278
"sie kämpfen nicht für meine sicherheit. schon gar nicht im ausland. kämpfen sie für sicherheit auf unseren straßen sichern sie wohlstand. dann sind sie schon ein kleines stückchen weiter.",0,0,2024-11-26,"negative",2686,2279
"der russlandfimmel von chrupalla nervt in der tat, volle zustimmung. ich traue es leider aber nur der afd, konkret dem team weidel, zu, den irrsinn bei der migration, inneren sicherheit, klimapolitik und natürlich wirtschaftspolitik zu beenden. meiner alten fdp nicht mehr",0,0,2024-11-26,"negative",2687,2280
"die spd, mit frau faeser, ist maßgeblich verantwortlich für den totalverlust der inneren sicherheit in deutschland! eine solche partei werde ich sicher nicht unterstützen! auch wenn ich herrn pistorius, als verteidigungsminister schätze.",0,0,2024-11-26,"negative",2688,1996
"geht es hier um putin s sicherheit ? ?",0,0,2024-11-26,"neutral",2689,2281
"das soll die legitimation sein, den autochtonen humanität, gerechtigkeit und sicherheit abzusprechen? ist das nach geltendem recht?",0,1,2024-11-26,"neutral",2690,2154
"tatsächlich hab ich aber freunde in einer ukrainischen großstadt. wenn die videos schicken mit einem feuerwerk dann ist das in wirklichkeit die luftabwehr. meine eine freundin bringt sich nie in sicherheit bei luftalarm, da sie berufstätig ist und nicht dauern unterbrechen will",0,1,2024-11-26,"negative",2691,2282
"in sicherheit bringst u. ich werde das auch im rahmen meiner möglichkeiten absichern, weil ich single kinderlos bin. das wäre meine pflicht u. der vogel versteht es irgendwann, oder halt nicht. 22",0,2,2024-11-26,"negative",2692,1421
"tschüss, rwth!",0,0,2024-11-26,"positive",2693,258
"auch damals ging es d sowjetunion um sicherheit. d udssr hat sich lediglich die gebiete zurück geholt, d d polen sich mit d diktatfrieden v brest litowsk abgepresst haben. es ging um puffer gegenüber deutschland!",0,1,2024-11-26,"negative",2694,2283
"es ging nie darum teil russlands zu werden und noch weniger geht es um die opferrolle. es ging immer nur darum, an den eigenen grenzen keine feindlichen länder zu haben, die auch noch in der nato sind. unteilbare sicherheit war teil der nato russland grundakte. schon mal davon",0,0,2024-11-26,"negative",2695,2284
"leider habt ihr keine vorstellung, was offene außengrenzen von europa wirklich für die sicherheit unserer kinder bedeuten.",0,0,2024-11-26,"negative",2696,2285
"puh, endlich pure sicherheit! dann ist silvester ja wieder die hölle los.",0,1,2024-11-26,"positive",2697,2286
"und um auf das ausgangsthema zurückzukommen, wenn es um themen wie das leben und die sicherheit von mehr als 50 der bevölkerung geht, sollten koalitonszwänge und parteilinien gar keine rolle spielen.",0,0,2024-11-26,"neutral",2698,2287
"putin wir mit sicherheit länger mitspielen, als es die eu und den euro geben wird.",0,0,2024-11-26,"neutral",2699,2288
"mit sicherheit nicht. sterben sollen die anderen.",0,1,2024-11-26,"negative",2700,2289
"ach ja, weil es ja die arbeiterklasse nicht betrifft, die sich evtl. ein leben lang die gesundheit für eine immobilie kaputtschufteten, die post mortem dem nachwuchs sicherheit geben soll.",0,0,2024-11-26,"negative",2701,1788
", ich finde nicht dass es gewagt wäre wenn russland gewinnt und warum reden sie immer von putin da gibt es auch eine staatsduma die solche dinge entscheidet und das ist mit sicherheit putin nicht alleine und was hier die amerikaner und engländer so gebracht haben, einmal gangster",0,6,2024-11-26,"negative",2702,2290
"röttgen, hofreiter, roth, kiesewetter und strackzimmermann kämpfen gemeinsam für die ukraine bis zur selbstaufgabe deutschlands. die fähigkeit zur selbstverteidigung deutschlands, die sicherheit der zivilbevölkerung spielen dagegen keine oder nur eine untergeordnete rolle.",0,0,2024-11-26,"negative",2703,2291
"redliche ältere herren, die nicht willens oder schlicht unfähig sind zu erkennen, dass es mit putinrussland keine deeskalation oder frieden geben kann, solange er ukrainische gebiete angreift oder besetzt. damit hat er die sicherheit in europa beschädigt! er wird weitermachen.",0,0,2024-11-26,"negative",2704,2292
"also ich habe diese person aufgefordert an die front zu gehen da er ununterbrochen fordert das andere für ihn den kopf hinhalten. er selber schaukelt sich in sicherheit und kann gut fördern und hetzen. hoffe ihre fragen wurde beantwortet.",1,1,2024-11-26,"negative",2705,2293
"oh ja! hab zur sicherheit weil das paket echt wichtig ist auch den live standort an gehabt ... der dpd fahrer war laut diesem noch eine straße weiter. hab mich dann gewundert und bin runter zum briefkasten. und da war dann der zettel drin, dass man nich nicht angetroffen hat",0,1,2024-11-26,"positive",2706,2294
"sie reden von landesverrat. lesen sie den stgb 94 doch einmal und befinden sie dann, ob die gefahr eines schweren nachteils der äußeren sicherheit nicht eher darin besteht, sich in zunehmend in einen krieg zu involvieren, in dem man beansprucht keine kriegspartei zu sein.",0,2,2024-11-26,"negative",2707,2295
"berührte ein vitales strategisches interesse und die nationale sicherheit der udssr. niemals hätte sie das hinnehmen können. deshalb blieb es beim verbalen protest und das hat schließlich die option eröffnet, auf nichtmilitärischem weg und ohne millionenfache tote das system 5",0,0,2024-11-26,"negative",2708,2296
"wir brauchen den aufnahmestopp aufgrund von terrorgefahr, kriminalität, innerer sicherheit,...",0,7,2024-11-26,"negative",2709,2297
"die sedagitatoren amp sektenfanatiker der bsw huldigen den russischen angriffskrieg als legitimes mittel zur grenzverschiebung ampunterdrückung souveräner nationen. sie verraten deutschland, gefährden unserer amp europas sicherheit. kriegstreiber sind sie!",0,2,2024-11-26,"negative",2710,1407
"es wäre basiert wenn der staat im gleichen atemzug aufhört steuern zu erheben. bis dahin hat sich d gefälligst um infrastruktur, bildung und sicherheit zu kümmern. wenn ich schon steuern zahle dann bitte nicht um grüne projekte oder ausländische geschenke zu finanzieren",0,1,2024-11-26,"negative",2711,2298
"welche sicherheit? was genau bekämpft ihr? welche garantien gebt ihr uns?",0,0,2024-11-26,"neutral",2712,1828
"naja scholz kann nichts zur sicherheit beitragen und mit scholzer besonnenheit können die ostseeanreiner auch nix anfangen.",0,2,2024-11-26,"negative",2713,2299
"ich würde den inhaltlichen schwerpunkt weg von ukrainediplomatie oder migration innere sicherheit mehr auf das thema wirtschaft legen. frei nach bill clintonits the economy, stupid.",0,0,2024-11-26,"negative",2714,2300
"sie haben mit sicherheit auch nicht daran geglaubt, dass trump die wahl in den usa gewinnt????",0,0,2024-11-26,"negative",2715,1547
"jo, einen europäischen nachbarn angreifen, der 6000 atombomben besitzt, das sorgt für sicherheit.",0,0,2024-11-26,"positive",2716,2301
"ihr verhindert frieden und sicherheit leider eher. eine europäische sicherheitsarchitektur mit russland wäre viel nachhaltiger, als euch an dem usnatoeskalationsirrsinn zu beteiligen.",0,1,2024-11-26,"negative",2717,2302
"wenn überhaupt, dann lässt scholz kämpfen und sterben die ukraine für uns, für europa, für die demokratie. er. tut nix. ich wähle mit sicherheit was anderes!",0,0,2024-11-26,"negative",2718,2303
"mit sicherheit nicht.",0,1,2024-11-26,"negative",2719,2304
"mützenich ist ein pazifistischer illusionist und für die sicherheit deutschlands und europas gefährlich.",0,2,2024-11-26,"negative",2720,2305
"bringt zusätzlich sicherheit",0,0,2024-11-26,"positive",2721,2306
"extrem hohe steuerlast, innere sicherheit für die tonne, hohe kriminalitätsquote, extrem hohe lebenshaltungskosten und der wohnungsmarkt ist ebenfalls katastrophal... warum sollte sich das irgendjemand freiwillig antun?",0,0,2024-11-26,"negative",2722,2307
"ist doch quatsch. wenn ich 100.000 steuer zahlen müsste, frag ich einfach meine bank? hallo ich hab nen haus im wert von 800.000 als sicherheit, geben sie mir einen kredit?",0,2,2024-11-26,"negative",2723,2308
"genau soo muss das! wie die afderjucker demaskieren sie sich.... niemand bringt kollaborateure schneller zu fall, als sie sich selbst. volt hat mit sicherheit noch viele andere mitglieder, mit diesem gedankengut! volt unwählbar.",0,0,2024-11-26,"negative",2724,2309
"mit der migrationspolitik und dem selbstbestimmungsgesetz riskieren spd und grüne die sicherheit der frauen und am taggegengewaltanfrauen werden betroffene bilder inszeniert. doppelmoral, die.",0,1,2024-11-26,"negative",2725,2310
"wenn ausgerechnet die spd für meine sicherheit kämpft, wird mir angst und bange.",0,4,2024-11-26,"negative",2726,2311
"renten, mieten, arbeitsplätze, sicherheit... wollen sie uns ver..........?",0,9,2024-11-26,"neutral",2727,2312
"ich hab mir gestern auch schon gedacht, die kampagne passt eher zu pistorius. er hätte soziale, innere und äußere sicherheit als kombi glaubhaft darstellen und so viele flanken zur union dicht machen können. tja...",0,1,2024-11-26,"negative",2728,2313
"kann jedem mal passieren, aber zur sicherheit etwas mehr deutlichkeit die erwähnten punkte sind kein ergebnis von linkem framing, sondern beobachtungen. wer sich diesen drei punkten nicht annimmt, kann nicht von sich behaupten, das konservative familienbild wäre in ordnung.",0,0,2024-11-26,"negative",2729,2314
"naja, unter der jetzigen regierung wurde ja bemerkenswert viel für die sicherheit der frauen getan. endlich kann man sich nachts wieder alleine raus trauen. schön, dass sie nochmal die alte schlagzeile aus den schlimmen zeiten in erinnerung gerufen haben.",0,5,2024-11-26,"positive",2730,2315
"die zustimmung hängt davon ab, ob russland als bedrohung für die sicherheit deutschlands wahrgenommen wird. wahrgenommen. der satz kommt dutzende male vor. ich glaube das kann man so stehen amp auf sich wirken lassen.",0,0,2024-11-26,"negative",2731,72
"der krieg ist das eine, die innere sicherheit das andere. die spd sollte die realität akzeptieren und bei kriminalitätsbekämpfung in die vollen gehen. keine rücksichtnahme mit kriminellen. volle verfolgung und harte bestrafung.",0,0,2024-11-26,"negative",2732,435
"aber mit sicherheit auch nicht sie frau wagenknecht",0,1,2024-11-26,"neutral",2733,2316
"die klügsten, mit absoluter sicherheit nicht! denn sie sind ja nicht einmal richtig erwachsen. sie sollten erst einmal richtig leben und nicht als teenager sterben.",0,1,2024-11-26,"negative",2734,2317
"scholz ist eine gefahr für die sicherheit ganz europas. er muss sofort abgelöst werden, bevor er noch größeren schaden anrichtet. gt konstruktives misstrauensvotum. es liegt jetzt an den gruenen . diese können sofort zusammen mit cdu csu fdp merz zum kanzler wählen.",0,0,2024-11-26,"negative",2735,2318
"antwort gar nichts. sie haben nur auf ihre zugesagte sicherheit bestanden. aber amerika möchte gern mit der nato und ihrem raubbau an bodenschätzen expandieren wie ein kraken, ohne sich um andere zu scheren.",0,0,2024-11-26,"negative",2736,2319
"lieferkettenschwachstellen aufdecken, präventive maßnahmen erhöhen sicherheit.",0,0,2024-11-26,"neutral",2737,2320
"ist ein satz der mit sicherheit nur von komplett langweiligen und angepassten spießern kommen kann.",0,2,2024-11-26,"negative",2738,81
"scholz ist eine gefahr für die sicherheit ganz europas. er muss sofort abgelöst werden, bevor er noch größeren schaden anrichtet. gt konstruktives misstrauensvotum. es liegt jetzt an den gruenen . diese können sofort zusammen mit cdu csu fdp merz zum kanzler wählen.",0,1,2024-11-26,"negative",2739,2318
"scholz ist eine gefahr für die sicherheit unseres landes",0,0,2024-11-26,"positive",2740,2321
"wir setzen dein sicherheit ins spiel, meint verteidigungsminister",0,0,2024-11-26,"neutral",2741,2322
"denn letztlich geht es in diesem krieg primär um europäische sicherheit. hören sie sich eigentlich selbst manchmal noch zu? nehmen sie sich eigentlich selbst manchmal noch ernst?",0,0,2024-11-26,"negative",2742,2323
"sicherheit ist nicht teuer, bloß ist das gewaltmonopol, welche private sicherheit verbietet, nicht bereit sicherheit zu gewährleisten.",0,2,2024-11-26,"negative",2743,2324
"es gibt kein europäisches bündnis mit der ukraine. unsere sicherheit ist mit jedem weiteren kriegstag mehr in gefahr. wir haben nichts mit diesem krieg zu tun.",0,4,2024-11-26,"negative",2744,2325
"das macht mich alles so wütend. das ganze thema. ich z.b werde einmal 0,0 erben und mit grosser sicherheit das selbe mit stolz weitergeben. welch glück. mein bank gibt mir nicht mal ein dispo! da braucht man sich keine sorgen machen ein miokridit aufzunehmen nur weil man kann.",0,0,2024-11-26,"negative",2745,2326
"sie haben vergessen zu erwähnen, dass es die sicherheit der ukraine ist, die ihnen am herzen liegt, nicht die sicherheit deutschlands.",0,0,2024-11-26,"negative",2746,2327
"ihr braucht keine sorge oder angst haben die afd zu wählen, das kann ich versichern. es geht um unsere sicherheit, freiheit und frieden. die demokratie wird nicht leiden unter der afd sondern eher aufblühen durch volkswahlen, ihr braucht euch wirklich nicht sorgen",0,0,2024-11-26,"negative",2747,1296
"da geht noch was ist gut! da muss unbedingt noch viel viel mehr gehen!!! wem deutschland wirklich am herzen liegt, muss wählen! wer sicherheit für unsere frauen und kinder will, der muss wählen!",0,1,2024-11-26,"positive",2748,2328
"ist und dass jeder echte demokrat nur drei möglichkeiten hat entweder auszuwandern oder solange zu demonstrieren bis es rückgängig gemacht wird oder eine revolution zu beginnen welche aber mit sicherheit auch von vielen eigentlich verbündeten staaten unterstützt wird da sie sonst",0,0,2024-11-26,"neutral",2749,1859
"bloß wenn die sicherheit im eigenen land gefährdet wird durch zuwanderung dann sollte man sich überlegen was man machen will und vielfalt haben wir schon über jahrhunderte im eigenen land",0,0,2024-11-26,"negative",2750,2329
"wir behaupten, für deine sicherheit zu kämpfen. unser rumgeeier verstehen wir gut zu verbergen. deshalb posieren wir in flecktarn. verbindung von amt und partei? egal! p.s. taurus gibts trotzdem nicht.",0,2,2024-11-26,"negative",2751,2330
"scholz ist eine gefahr für die sicherheit ganz europas. er muss sofort abgelöst werden, bevor er noch größeren schaden anrichtet. gt konstruktives misstrauensvotum. es liegt jetzt an den gruenen . diese können sofort zusammen mit cdu csu fdp merz zum kanzler wählen.",0,0,2024-11-26,"negative",2752,2318
"they just wanted to point out that the most crime against women happens behind closed doors. i for one take all the publicity i can get to emphasise the dangers for kids and women ich finde es wesentlich befremdlicher, dass frauen auf der einen seite für mehr sicherheit sind..",0,1,2024-11-26,"negative",2753,2331
"wir behaupten, für deine sicherheit zu kämpfen. unser rumgeeier verstehen wir zu verbergen. deshalb posieren wir in flecktarn. taurus gibts trotzdem nicht.",0,14,2024-11-26,"negative",2754,2330
"scholz hat in seiner kanzlerschaft nicht viel auf die kette bekommen. bei waffenlieferungen an die ukraine war er aber immer besonnen, mit dem focus auf die sicherheit unseres landes und nicht auf die kriegsfantasien eines selenskyj. dafür dank und respekt an scholz",1,3,2024-11-26,"negative",2755,2332
"wirtschaft sicherheit außen wie innen",0,1,2024-11-26,"neutral",2756,2333
"das war mir eh nie klar, waren wirklich lehrerinnen, polizisten usw. bei dieser forderung mit gemeint? wäre fahrlässig jetzt bei sicherheit und bildung zu sparen.",0,0,2024-11-26,"negative",2757,1503
"ich fand nur daß sich eine regierung um die sicherheit der bevölkerung zu kümmern hat amp es erstaunlich ist, daß olaf seit 1007 tagen nicht auf die idee kam sich um schutzschirme amp bunker zu kümmern. was weiß der von putin daß er so verantwortungslos seinen eid brach?",0,1,2024-11-26,"negative",2758,1714
"tja, mit sicherheit nicht versehentlich!",0,2,2024-11-26,"neutral",2759,2334
"ja stimmt, habe gerade zur sicherheit mal urlaub eingereicht. ich schaffe das!",0,1,2024-11-26,"positive",2760,2335
"diesem letzten post stimme ich zu. obiges ist herablassend. die entmündigung findet statt, weil man das humankapital bis zur rente arbeitsfähig hält, ohne evtl. ausfallkosten tragen zu wollen. dazu wird sicherheit als vorwand für unzählig andere geschäfte missbraucht.",0,1,2024-11-26,"negative",2761,2336
"zur sicherheit sollten sie auch das land verlassen.",0,4,2024-11-26,"negative",2762,2337
"wenn er sich für den neustart entscheidet, warum dann nicht bei einem neuen, ambitionierten team, bei dem er mit sicherheit eine wichtige rolle spielen würde?",0,2,2024-11-26,"neutral",2763,2338
"nein, das bedeutet es nicht. die investitionen in infrastrukturen, werden uns nicht erspart. aber investitionen haben einen erwartbaren gewinn roi. sei es monetär, sozial oder durch gewinn von sicherheit. fatal sind gieskannensubventionen ohne wirkung wie fossile subventionen.",0,0,2024-11-26,"negative",2764,2339
"habt ihr also die einzigen personen gefunden, die 2016 tatsächlich ausgewandert sind.",0,1,2024-11-26,"neutral",2765,258
"bei gesundheitsdaten fällt insbesondere den boomern, die halt unsere politik dominieren, immer fast das monokel aus dem gesicht wenn man sowas sagt. ich hätte gerne eine einfache und zentrale option und bin mit weniger als perfekte sicherheit dafür zufrieden. meine entscheidung.",0,0,2024-11-26,"negative",2766,2340
"sicherheit für die bürger im falle eines ankriff abgebaut?! da hilft kein keller, kein rathaus oder andere einrichtungen.",0,0,2024-11-26,"negative",2767,2341
"kümmern sie sich doch bitte erst einmal um die freiheit und sicherheit in diesem land!",0,0,2024-11-26,"negative",2768,2342
"... europäische sicherheit gegen russland ... sicherheit in europa wird es nur und ausschließlich mit russland geben. menschen wie sie ihrer geisteshaltung möchte man nicht als nachbarn haben.",0,1,2024-11-26,"negative",2769,2323
"nein. mit sicherheit nicht!",0,0,2024-11-26,"negative",2770,2343
"innere sicherheit sofortige, durchgehende grenzkontrollen an allen außengrenzen, abweisungen an der grenze nachwegen art. 16a abs. 2 gg und dublin, einreise nur noch für nachgewiesene fachkräfte mit arbeitsvertrag bzw. eu bürger und kurzaufenthalte urlaub etc., sofortige",0,0,2024-11-26,"neutral",2771,2344
"1. nein. 2. falls ich davon hörte, würde ich das mit sicherheit nicht denken.",0,0,2024-11-26,"negative",2772,2345
"unsere sicherheit in der ddr war 45 j. durch die sowjetunion garantiert. die sicherheit war bis 1991 garantiert, als ukraine teil der udssr war. die sicherheit war danach auch unter proruss. regierungen in garantiert die lässt 2014 putschen. 10 jahre später droht weltkrieg",10,62,2024-11-26,"negative",2773,2346
"der eu aiact soll hier abhilfe schaffen und setzt auf einen verantwortungsvollen umgang mit ki in europa. doch wie gelingt der spagat zwischen innovation und sicherheit? und wie können unternehmen die potenziale von ki nachhaltig nutzen, ohne den überblick zu verlieren?",0,0,2024-11-26,"negative",2774,2347
"die haben die sicherheit europas erst in gefahr gebracht. haltet euch endlich da raus. die haben schlieslich angefangen 2014.",0,2,2024-11-26,"negative",2775,2348
"ja. europa sollte in seine sicherheit investieren. der ukrainekrieg aber ist verloren. eine weitere eskalation von unserer seite würde die europäische sicherheit nicht verbessern, sondern dramatisch verschlechtern. ww3stoppen",0,5,2024-11-26,"negative",2776,1885
"ich hoffe die bundeswehr ist parteiunabhängig und neutral und kämpft nicht nur für die spd sondern für alle parteien und das deutsche volk. also spd, streicht das aus euerer wahlwerbung. das gehört da absolut nicht hin. werbung für die bundeswehr und sicherheit ja, aber nicht spd",0,0,2024-11-26,"negative",2777,2349
"es würde mehr spaß machen, naturwissenschaften zu vermitteln, wenn man nicht immer mehr zeit für gefährdungsbeurteilungen und betriebsanweisungen aufwenden müsste. sinnlose bürokratie verschwendung von papier und lebenszeit statt zusätzliche sicherheit",0,0,2024-11-26,"negative",2778,2350
"generell gesehen mit sicherheit nur hbo schon immer grandios gewesen was die emotional phonetischstimmliche einmaligkeit bei rollenbesetzung angeht angefangen bei wire über sopranos bis zu thrones true detective oder last of us. deren dramen im original um sovieles besser...",0,2,2024-11-26,"positive",2779,2351
"für ein körpergewicht von 6 tonnen bist du äußerst flink.",0,4,2024-11-26,"positive",2780,258
"an die appeasement schwurbler. fkt euch einfach. der krieg wird auch zu uns kommen, wenn man putin nicht endlich aufhält. die ukrainer verteidigen auch unsere werte und sicherheit. aber glaubt mal weiter eurer zarenknecht bzw. der alternative für russland",0,0,2024-11-26,"negative",2781,2352
"man organisiert sicherheit nicht gegen sondern nur miteinander! friedenspolitik, also dialog mit interessensausgleich ist die beste sicherheitspolitik! dazu muss man die sicherheitsinteressen mitberücksichtigen, nicht die als aufmarschgebiet missbrauchen um zu ruinieren",0,0,2024-11-26,"neutral",2782,2353
"dann sorgt doch endlich für sicherheit! euer verein sitzt doch noch immer in der regierung! wo bleiben kreative realistische vorschläge, wo bleibt eine strategie über koexistenz und entspannung?? wo bleiben idee zur deeskalation?? für was bezahlen wir eigentlich eine regierung?",3,63,2024-11-26,"negative",2783,2354
"x ist mit sicherheit nicht annähernd so eine blase wie der örr, da es sich um eine atomisierte struktur und manytomanykommunikation handelt. der örr ist wie eine altbackene vorlesung, wenig interaktiv, ein wenig von oben herab. meinungen werden in dauerbeschallung vorgekaut.",0,0,2024-11-26,"neutral",2784,2355
"die brd hat mehr als doppelt soviel security wie polizei aber der staat besteht auf dem gewaltmonopol und behauptet wie seine medien, er garantiere die sicherheit nach innen und nach außen mit einer jährlich über 50 mrd. teuren armee, die die natopflichten nicht erfüllt.",0,0,2024-11-26,"negative",2785,2356
"mit an sicherheit grenzender wahrscheinlichkeit....",0,0,2024-11-26,"neutral",2786,198
"weil wir über den tellerrand schauen und für unsere heimat das beste wollen. dumme sprüche helfen hier nicht weiter. ich denke gott hat für jedes land einen plan und das solltest du herausfinden was deine aufgabe ist. mit sicherheit kein krieg oder hass.",0,0,2024-11-26,"negative",2787,2357
"nein du kämpfst darum das die seeheimer partei deutschland an den trögen der macht weiter verdienen können! du bist leider gottes weit davon entfernt für uns zu kämpfen denn dafür wirst du in der filz partei nicht bezahlt! leben in sicherheit und frieden ne is klar",0,0,2024-11-26,"negative",2788,2358
"2 beispiel brandschutz pragmatische sprinkleranlagen 40k für 80 wohnungen komplexe systeme mit wassertank amp notstrom gleiche sicherheit, drastischer preisunterschied.",0,0,2024-11-26,"neutral",2789,2359
"viele können tatsächlich nicht rechnen, manche schätzen die sicherheit, wollen alle 34 jahre ein neues auto und wieder andere brauchen die autos geschäftlich und es steht gar nicht zur debatte.",0,0,2024-11-26,"negative",2790,484
"das bauamt hat sich mit dieser verkehrsführung durchaus was gedachtund sie können als radfahrer auch den zebrastreifen nutzen sie haben dann zwar kein vorrecht mehr außer sie steigen ab aber es ist ein durchaus zumutbarer umweg um die sicherheit aller tn zu gewährleisten",0,1,2024-11-26,"negative",2791,2360
"die spd kämpft bestimmt nicht für unsere sicherheit, eher für ihren eigenen hochmut. ansonsten würde man nicht eine atomare eskalation riskieren und den anschein erwecken, daß sie selbst großimperialistische motive hat. pfui!",0,2,2024-11-26,"negative",2792,2361
"unsere zusteller sind selbstverständlich dazu angehalten, die straßenverkehrsordnung stvo zu beachten und stets die sicherheit aller verkehrsteilnehmer zu gewährleisten. es darf natürlich nicht vorkommen, dass unsere fahrzeuge andere verkehrsteilnehmer behindern oder gefährden.",0,1,2024-11-26,"neutral",2793,2362
"für mich, als deutscher, israels sicherheit und existenz zur deutschen staatsräson gehört, aber diese keinesfalls eine art amnestie für leute wie gvir oder smotrich bedeuet. 33",0,1,2024-11-26,"negative",2794,2363
"schauen wir doch mal die bilanz an renten gt wurde geplant einen großen teil einseitig zu belasten, um einen kleinen teil minimale stabilität zu geben. mieten gt wurde nie auch nur angesprochen arbeitsplätze gt fallen immer mehr weg sicherheit und frieden gt migrationspolitik",0,1,2024-11-26,"negative",2795,2364
"also ich habe es noch nie geschafft, außer bei meiner eigenen bank das mir irgendjemand kredit gibt ohne sicherheit ,originalausweis ,unterschrift und original adresse. was ich hier gepostet habe können sie zu tausenden beim finanzamt ohne probleme abfragen",0,0,2024-11-26,"negative",2796,2365
"kämpfen also ohne 50.000 menschen zu töten? ohne kinder zu töten? poah was los in der welt kommt wieder klar und findet zueinander. israel soll einfach ganz palästina annektieren und fertig. hauptsache kinder sind in sicherheit",0,0,2024-11-26,"negative",2797,2366
"niemand gefährdet unsere sicherheit mehr als eure kriegsgeilheit",0,25,2024-11-26,"negative",2798,2367
"da mit nazis nicht koaliert wird, erübrigt sich dieses. es wird mit an fast sicherheit grenzender warscheinlichkeit, die union, mit rot, aber hoffentlich nicht grün werden.",0,0,2024-11-26,"negative",2799,2368
"sicherheit ist die herausforderung unserer zeit und die bevölkerung spürt die bedrohung durch russland konkret. ist das so? eine konkrete bedrohung durch russland? ha. redefreiheit ist die herausforderung unserer zeit und die bevölkerung weiss es, und um die drohende tyrannei.",0,3,2024-11-26,"negative",2800,2369
"viel spaß beim sterben, du dummes kind. die, die diesen unnötigen krieg verursacht haben sitzt im warmen, ihre angehörigen sind in sicherheit und wahrscheinlich schauen sie mit drohnen und satelliten dabei zu wie du vergewaltigt und umgebracht wirst. für macht und geld..",0,0,2024-11-26,"negative",2801,2370
"ok aber nur wenn banken ab jetzt die volle deckungssumme für alle kredite die sie vergeben als sicherheit besitzen müssen. und jetzt verpisst sich der banker aus dem chat. die größten verbrecher wollen das wir für sie noch länger arbeiten.",0,0,2024-11-26,"negative",2802,2371
"so sieht es also aus. ein gesetz erlassen, das man selbst gar nicht zur anwendung bringen will. dann keine daten sammeln und alles vertuschen wollen. das schreit geradezu nach gerichtlicher aufarbeitung der schutz unserer sicherheit wurde nicht gewährleistet durch den staat.",0,9,2024-11-26,"negative",2803,2372
"wiege dich nur in sicherheit aber lass dir gesagt sein ich hab dich an den eiern",0,2,2024-11-26,"neutral",2804,2373
